,p,Smart_time,Normal_time,Smart_length,Normal_length
0,0.21,1.4738889,1.4770034,291,291
0,0.21,2.2646829,2.3176459,311,311
0,0.21,1.8924261,1.8785364,295,295
0,0.21,1.9227426,1.8815914,273,273
0,0.21,2.2408577,2.2465331,263,263
0,0.21,1.3729538,1.3817508,289,289
0,0.21,1.6953808,1.6743296,287,287
0,0.21,2.1159827,2.1260098,289,289
0,0.21,1.787065,1.7978867,277,277
0,0.21,2.1591399,2.1785268,293,293
0,0.21,2.2058061,2.1750041,275,275
0,0.21,2.158488,2.1074793,287,287
0,0.21,1.7572147,1.8665814,265,265
0,0.21,2.2051825,2.282192,347,347
0,0.21,1.7063775,1.7072173,243,243
0,0.21,1.3487312,1.3161532,261,261
0,0.21,2.3901518,2.4243145,291,291
0,0.21,1.4422224,1.4062272,271,271
0,0.21,2.2285927,2.2765288,247,247
0,0.21,1.9588041,1.94458,277,277
0,0.21,1.7500226,1.7706887,283,283
0,0.21,1.4906204,1.434813,295,295
0,0.21,2.1491378,2.0582407,275,275
0,0.21,2.7240943,2.7310731,279,279
0,0.21,1.2567064,1.2372615,247,247
0,0.21,1.8560576,1.8298266,269,269
0,0.21,1.6615247,1.6569956,247,247
0,0.21,2.2305468,2.1517177,305,305
0,0.21,1.4389878,1.3421367,267,267
0,0.21,1.6772315,1.6182189,263,263
0,0.21,1.4254674,1.426638,251,251
0,0.21,2.5046043,2.5831371,273,273
0,0.21,1.1691235,1.2690606,321,321
0,0.21,2.2690167,2.1448927,295,295
0,0.21,1.4845015,1.6049881,247,247
0,0.21,2.0709994,2.0386094,253,253
0,0.21,2.1831791,2.1439281,323,323
0,0.21,1.8173317,1.8342774,273,273
0,0.21,2.5102241,2.5922901,271,271
0,0.21,2.0054414,1.9249056,259,259
0,0.21,2.2935559,2.2206847,281,281
0,0.21,1.6296413,1.6069349,277,277
0,0.21,1.6883049,1.6882364,283,283
0,0.21,2.2364676,2.3237622,271,271
0,0.21,2.7391004,2.5694775,297,297
0,0.21,1.5242985,1.5764285,247,247
0,0.21,1.1403436,1.1714778,257,257
0,0.21,2.7099769,2.759357,313,313
0,0.21,2.6324622,2.6038053,297,297
0,0.21,1.5799274,1.5913961,283,283
0,0.21,1.7657558,1.8080721,271,271
0,0.21,2.3050663,2.4247835,305,305
0,0.21,1.8798002,1.6400912,287,287
0,0.21,1.7916589,1.7980412,323,323
0,0.21,1.5661,1.5505751,297,297
0,0.21,2.2812574,2.3345684,245,245
0,0.21,2.0137915,1.9605659,269,269
0,0.21,2.5553179,2.4929756,263,263
0,0.21,1.9406664,1.9435574,297,297
0,0.21,1.3951915,1.3397047,299,299
0,0.21,2.305941,2.3901702,255,255
0,0.21,1.8547275,1.9132863,307,307
0,0.21,1.952537,1.9577429,251,251
0,0.21,2.0682772,2.1206604,253,253
0,0.21,2.0024966,1.9788884,309,309
0,0.21,2.1856411,2.2043099,287,287
0,0.21,2.6764421,2.7038783,279,279
0,0.21,1.210567,1.1918374,259,259
0,0.21,1.5390203,1.4844301,245,245
0,0.21,2.0325612,2.0724614,275,275
0,0.21,2.0117292,1.9901562,271,271
0,0.21,1.3505911,1.2904781,249,249
0,0.21,2.4350814,2.306853,261,261
0,0.21,2.6531551,2.7079652,277,277
0,0.21,2.0821497,2.1181003,285,285
0,0.21,1.9235326,1.8592732,305,305
0,0.21,2.1964683,2.2085566,261,261
0,0.21,1.9590027,2.0184463,263,263
0,0.21,2.2280578,2.1973294,265,265
0,0.21,1.6586996,1.6864286,287,287
0,0.26,2.9255393,2.8758509,355,355
0,0.26,2.9629637,2.9616842,277,277
0,0.26,3.1350286,3.3949774,329,329
0,0.26,2.1106689,2.0043984,297,297
0,0.26,1.6217573,1.6586913,331,331
0,0.26,3.2756277,3.2948213,401,401
0,0.26,3.0568578,3.054475,373,373
0,0.26,1.8563329,1.8700716,313,313
0,0.26,2.492089,2.580564,367,367
0,0.26,2.035076,2.0050772,273,273
0,0.26,3.3037614,3.2902566,313,313
0,0.26,2.1171659,2.1499793,329,329
0,0.26,2.9574025,2.9552675,299,299
0,0.26,2.4331534,2.434906,249,249
0,0.26,1.7364628,1.8047997,281,281
0,0.26,2.2537023,2.2411306,333,333
0,0.26,3.5615921,3.5751891,291,291
0,0.26,3.3856849,3.3974544,345,345
0,0.26,2.2795699,2.3149343,305,305
0,0.26,2.3298748,2.2810387,429,429
0,0.26,2.4030392,2.3742802,309,309
0,0.26,2.3682531,2.3704075,307,307
0,0.26,3.7760674,3.8446017,387,387
0,0.26,3.5832746,3.5858654,363,363
0,0.26,2.8046569,2.8584757,375,375
0,0.26,2.8123731,2.7724771,297,297
0,0.26,3.1044931,3.0545121,363,363
0,0.26,2.7320312,2.7677753,289,289
0,0.26,2.5524999,2.530975,309,309
0,0.26,4.3101623,4.387962,367,367
0,0.26,2.3525557,2.3541382,331,331
0,0.26,3.1868342,3.1732436,285,285
0,0.26,3.2820096,3.3457791,311,311
0,0.26,1.9770274,1.960981,309,309
0,0.26,2.5442915,2.7123002,415,415
0,0.26,2.2976556,2.3011741,305,305
0,0.26,2.9218566,2.9095621,293,293
0,0.26,3.5017003,3.5246445,349,349
0,0.26,2.9394814,2.9538558,323,323
0,0.26,2.7254141,2.7645243,281,281
0,0.26,2.8515942,2.8605941,361,361
0,0.26,2.3721664,2.3267062,317,317
0,0.26,2.9720529,3.0619388,305,305
0,0.26,1.9602882,1.9357148,279,279
0,0.26,2.9732007,3.0027603,301,301
0,0.26,2.6183874,2.7246307,341,341
0,0.26,2.0579394,2.1398761,317,317
0,0.26,2.6162324,2.6601097,355,355
0,0.26,2.390878,2.188218,303,303
0,0.26,2.4573076,2.4475601,307,307
0,0.26,4.4700639,4.3765374,401,401
0,0.26,2.6116259,2.5957559,267,267
0,0.26,3.3339499,3.3348488,283,283
0,0.26,2.2177658,2.1551354,329,329
0,0.26,2.3394098,2.3596422,323,323
0,0.26,2.4151843,2.3322655,325,325
0,0.26,2.6066885,2.5811047,281,281
0,0.26,2.0169555,2.0221115,305,305
0,0.26,2.6622666,2.702656,333,333
0,0.26,3.872721,3.9079171,375,375
0,0.26,2.1141465,2.0678955,399,399
0,0.26,1.6586312,1.6551536,359,359
0,0.26,3.078903,3.0458207,367,367
0,0.26,4.0278053,4.1036617,391,391
0,0.26,2.264905,2.2814405,277,277
0,0.26,2.0571669,1.9533583,277,277
0,0.26,2.0841676,2.0248005,313,313
0,0.26,2.4414729,2.5054327,431,431
